Strain	Test	Marker	Call
OXC5899	MLST	glyA	3
OXC5899	MLST	uncA	5
OXC5899	MLST	gltA	5
OXC5898	MLST	aspA	9
OXC5898	MLST	glnA	25
OXC5898	MLST	pgm	22
OXC5898	MLST	tkt	3
OXC5898	MLST	glyA	10
OXC5898	MLST	uncA	6
OXC5898	MLST	gltA	2
OXC5897	MLST	aspA	7
OXC5897	MLST	glnA	2
OXC5897	MLST	pgm	2
OXC5897	MLST	tkt	383
OXC5897	MLST	glyA	72
OXC5897	MLST	uncA	6
OXC5897	MLST	gltA	5
OXC5896	MLST	aspA	
OXC5896	MLST	glnA	
OXC5896	MLST	pgm	
OXC5896	MLST	tkt	
OXC5896	MLST	glyA	
OXC5896	MLST	uncA	
OXC5896	MLST	gltA	
OXC5895	MLST	aspA	8
OXC5895	MLST	glnA	1
OXC5895	MLST	pgm	2
OXC5895	MLST	tkt	1
OXC5895	MLST	glyA	3
OXC5895	MLST	uncA	12
OXC5895	MLST	gltA	6
OXC5894	MLST	aspA	7
OXC5894	MLST	glnA	28
OXC5894	MLST	pgm	17
OXC5894	MLST	tkt	34
OXC5894	MLST	glyA	28
OXC5894	MLST	uncA	12
OXC5894	MLST	gltA	4
OXC5893	MLST	aspA	10
OXC5893	MLST	glnA	27
OXC5893	MLST	pgm	10
OXC5893	MLST	tkt	5
OXC5893	MLST	glyA	19
OXC5893	MLST	uncA	130
OXC5893	MLST	gltA	16
OXC5892	MLST	aspA	2
OXC5892	MLST	glnA	4
OXC5892	MLST	pgm	11
OXC5892	MLST	tkt	3
OXC5892	MLST	glyA	25
OXC5892	MLST	uncA	5
OXC5892	MLST	gltA	5
OXC5891	MLST	aspA	62
OXC5891	MLST	glnA	4
OXC5891	MLST	pgm	2
OXC5891	MLST	tkt	1
OXC5891	MLST	glyA	2
OXC5891	MLST	uncA	5
OXC5891	MLST	gltA	5
OXC5890	MLST	aspA	1
OXC5890	MLST	glnA	2
OXC5890	MLST	pgm	5
OXC5890	MLST	tkt	9
OXC5890	MLST	glyA	4
OXC5890	MLST	uncA	3
OXC5890	MLST	gltA	3
OXC7403	MLST	aspA	
OXC7403	MLST	glnA	
OXC7403	MLST	pgm	
OXC7403	MLST	tkt	
OXC7403	MLST	glyA	
OXC7403	MLST	uncA	
OXC7403	MLST	gltA	
HM909114	MLST	aspA	2
HM909114	MLST	glnA	1
HM909114	MLST	pgm	2
HM909114	MLST	tkt	1
HM909114	MLST	glyA	3
HM909114	MLST	uncA	5
HM909114	MLST	gltA	1
OXC5702	MLST	aspA	7
OXC5702	MLST	glnA	17
OXC5702	MLST	pgm	23
OXC5702	MLST	tkt	3
OXC5702	MLST	glyA	15
OXC5702	MLST	uncA	12
OXC5702	MLST	gltA	2
08_5925	MLST	aspA	2
08_5925	MLST	glnA	1
08_5925	MLST	pgm	2
08_5925	MLST	tkt	1
08_5925	MLST	glyA	3
08_5925	MLST	uncA	5
08_5925	MLST	gltA	2
OXC4781	MLST	aspA	7
OXC4781	MLST	glnA	2
OXC4781	MLST	pgm	10
OXC4781	MLST	tkt	3
OXC4781	MLST	glyA	2
OXC4781	MLST	uncA	6
OXC4781	MLST	gltA	5
OXC4789	MLST	aspA	1
OXC4789	MLST	glnA	4
OXC4789	MLST	pgm	6
OXC4789	MLST	tkt	3
OXC4789	MLST	glyA	2
OXC4789	MLST	uncA	17
OXC4789	MLST	gltA	2
OXC4878	MLST	aspA	9
OXC4878	MLST	glnA	2
OXC4878	MLST	pgm	4
OXC4878	MLST	tkt	5
OXC4878	MLST	glyA	62
OXC4878	MLST	uncA	6
OXC4878	MLST	gltA	4
OXC4879	MLST	aspA	7
OXC4879	MLST	glnA	2
OXC4879	MLST	pgm	10
OXC4879	MLST	tkt	3
OXC4879	MLST	glyA	2
OXC4879	MLST	uncA	6
OXC4879	MLST	gltA	5
OXC6319	MLST	aspA	14
OXC6319	MLST	glnA	17
OXC6319	MLST	pgm	11
OXC6319	MLST	tkt	3
OXC6319	MLST	glyA	2
OXC6319	MLST	uncA	6
OXC6319	MLST	gltA	5
OXC6318	MLST	aspA	14
OXC6318	MLST	glnA	17
OXC6318	MLST	pgm	11
OXC6318	MLST	tkt	3
OXC6318	MLST	glyA	2
OXC6318	MLST	uncA	6
OXC6318	MLST	gltA	5
OXC6315	MLST	aspA	2
OXC6315	MLST	glnA	21
OXC6315	MLST	pgm	2
OXC6315	MLST	tkt	1
OXC6315	MLST	glyA	37
OXC6315	MLST	uncA	5
OXC6315	MLST	gltA	5
06_3569	MLST	aspA	1
06_3569	MLST	glnA	2
06_3569	MLST	pgm	5
06_3569	MLST	tkt	9
06_3569	MLST	glyA	3
06_3569	MLST	uncA	3
06_3569	MLST	gltA	3
OXC6317	MLST	aspA	2
OXC6317	MLST	glnA	1
OXC6317	MLST	pgm	2
OXC6317	MLST	tkt	1
OXC6317	MLST	glyA	3
OXC6317	MLST	uncA	5
OXC6317	MLST	gltA	1
OXC6316	MLST	aspA	7
OXC6316	MLST	glnA	17
OXC6316	MLST	pgm	23
OXC6316	MLST	tkt	3
OXC6316	MLST	glyA	15
OXC6316	MLST	uncA	12
OXC6316	MLST	gltA	2
OXC6311	MLST	aspA	7
OXC6311	MLST	glnA	17
OXC6311	MLST	pgm	23
OXC6311	MLST	tkt	3
OXC6311	MLST	glyA	15
OXC6311	MLST	uncA	12
OXC6311	MLST	gltA	2
OXC6310	MLST	aspA	2
OXC6310	MLST	glnA	1
OXC6310	MLST	pgm	2
OXC6310	MLST	tkt	1
OXC6310	MLST	glyA	3
OXC6310	MLST	uncA	5
OXC6310	MLST	gltA	1
OXC6313	MLST	aspA	4
OXC6313	MLST	glnA	7
OXC6313	MLST	pgm	1
OXC6313	MLST	tkt	7
OXC6313	MLST	glyA	4
OXC6313	MLST	uncA	1
OXC6313	MLST	gltA	10
OXC6312	MLST	aspA	33
OXC6312	MLST	glnA	39
OXC6312	MLST	pgm	104
OXC6312	MLST	tkt	56
OXC6312	MLST	glyA	82
OXC6312	MLST	uncA	17
OXC6312	MLST	gltA	30
OXC5418	MLST	aspA	9
OXC5418	MLST	glnA	2
OXC5418	MLST	pgm	4
OXC5418	MLST	tkt	133
OXC5418	MLST	glyA	62
OXC5418	MLST	uncA	6
OXC5418	MLST	gltA	4
OXC5413	MLST	aspA	2
OXC5413	MLST	glnA	1
OXC5413	MLST	pgm	2
OXC5413	MLST	tkt	1
OXC5413	MLST	glyA	3
OXC5413	MLST	uncA	5
OXC5413	MLST	gltA	1
OXC5412	MLST	aspA	8
OXC5412	MLST	glnA	2
OXC5412	MLST	pgm	11
OXC5412	MLST	tkt	37
OXC5412	MLST	glyA	10
OXC5412	MLST	uncA	1
OXC5412	MLST	gltA	5
OXC5411	MLST	aspA	1
OXC5411	MLST	glnA	3
OXC5411	MLST	pgm	3
OXC5411	MLST	tkt	3
OXC5411	MLST	glyA	4
OXC5411	MLST	uncA	3
OXC5411	MLST	gltA	6
OXC5410	MLST	aspA	9
OXC5410	MLST	glnA	2
OXC5410	MLST	pgm	4
OXC5410	MLST	tkt	5
OXC5410	MLST	glyA	62
OXC5410	MLST	uncA	6
OXC5410	MLST	gltA	4
OXC5417	MLST	aspA	24
OXC5417	MLST	glnA	2
OXC5417	MLST	pgm	10
OXC5417	MLST	tkt	3
OXC5417	MLST	glyA	2
OXC5417	MLST	uncA	1
OXC5417	MLST	gltA	2
OXC5416	MLST	aspA	2
OXC5416	MLST	glnA	1
OXC5416	MLST	pgm	2
OXC5416	MLST	tkt	1
OXC5416	MLST	glyA	3
OXC5416	MLST	uncA	23
OXC5416	MLST	gltA	12
OXC5414	MLST	aspA	2
OXC5414	MLST	glnA	1
OXC5414	MLST	pgm	2
OXC5414	MLST	tkt	1
OXC5414	MLST	glyA	3
OXC5414	MLST	uncA	5
OXC5414	MLST	gltA	12
OXC7489	MLST	aspA	2
OXC7489	MLST	glnA	1
OXC7489	MLST	pgm	2
OXC7489	MLST	tkt	1
OXC7489	MLST	glyA	3
OXC7489	MLST	uncA	5
OXC7489	MLST	gltA	1
OXC5879	MLST	aspA	2
OXC5879	MLST	glnA	1
OXC5879	MLST	pgm	2
OXC5879	MLST	tkt	1
OXC5879	MLST	glyA	3
OXC5879	MLST	uncA	5
OXC5879	MLST	gltA	12
CI_2950	MLST	aspA	2
CI_2950	MLST	glnA	15
CI_2950	MLST	pgm	131
CI_2950	MLST	tkt	25
CI_2950	MLST	glyA	48
CI_2950	MLST	uncA	57
CI_2950	MLST	gltA	4
OXC5878	MLST	aspA	2
OXC5878	MLST	glnA	4
OXC5878	MLST	pgm	7
OXC5878	MLST	tkt	1
OXC5878	MLST	glyA	2
OXC5878	MLST	uncA	5
OXC5878	MLST	gltA	1
OXC7482	MLST	aspA	1
OXC7482	MLST	glnA	4
OXC7482	MLST	pgm	6
OXC7482	MLST	tkt	3
OXC7482	MLST	glyA	2
OXC7482	MLST	uncA	17
OXC7482	MLST	gltA	2
OXC6830	MLST	aspA	6
OXC6830	MLST	glnA	15
OXC6830	MLST	pgm	11
OXC6830	MLST	tkt	1
OXC6830	MLST	glyA	2
OXC6830	MLST	uncA	5
OXC6830	MLST	gltA	5
CAMSA64	MLST	aspA	2
CAMSA64	MLST	glnA	1
CAMSA64	MLST	pgm	2
CAMSA64	MLST	tkt	1
CAMSA64	MLST	glyA	3
CAMSA64	MLST	uncA	5
CAMSA64	MLST	gltA	1
OXC7480	MLST	aspA	7
OXC7480	MLST	glnA	17
OXC7480	MLST	pgm	23
OXC7480	MLST	tkt	3
OXC7480	MLST	glyA	15
OXC7480	MLST	uncA	12
OXC7480	MLST	gltA	2
OXC6269	MLST	aspA	2
OXC6269	MLST	glnA	4
OXC6269	MLST	pgm	7
OXC6269	MLST	tkt	1
OXC6269	MLST	glyA	2
OXC6269	MLST	uncA	5
OXC6269	MLST	gltA	1
OXC6268	MLST	aspA	1
OXC6268	MLST	glnA	4
OXC6268	MLST	pgm	6
OXC6268	MLST	tkt	3
OXC6268	MLST	glyA	2
OXC6268	MLST	uncA	17
OXC6268	MLST	gltA	2
OXC7481	MLST	aspA	2
OXC7481	MLST	glnA	1
OXC7481	MLST	pgm	2
OXC7481	MLST	tkt	1
OXC7481	MLST	glyA	3
OXC7481	MLST	uncA	5
OXC7481	MLST	gltA	12
CI_2004	MLST	aspA	2
CI_2004	MLST	glnA	4
CI_2004	MLST	pgm	126
CI_2004	MLST	tkt	25
CI_2004	MLST	glyA	436
CI_2004	MLST	uncA	57
CI_2004	MLST	gltA	84
OXC6261	MLST	aspA	2
OXC6261	MLST	glnA	
OXC6261	MLST	pgm	332
OXC6261	MLST	tkt	7
OXC6261	MLST	glyA	64
OXC6261	MLST	uncA	23
OXC6261	MLST	gltA	4
OXC6260	MLST	aspA	7
OXC6260	MLST	glnA	2
OXC6260	MLST	pgm	10
OXC6260	MLST	tkt	3
OXC6260	MLST	glyA	2
OXC6260	MLST	uncA	6
OXC6260	MLST	gltA	5
OXC6263	MLST	aspA	33
OXC6263	MLST	glnA	39
OXC6263	MLST	pgm	104
OXC6263	MLST	tkt	47
OXC6263	MLST	glyA	79
OXC6263	MLST	uncA	17
OXC6263	MLST	gltA	30
CI_2009	MLST	aspA	2
CI_2009	MLST	glnA	4
CI_2009	MLST	pgm	126
CI_2009	MLST	tkt	25
CI_2009	MLST	glyA	436
CI_2009	MLST	uncA	57
CI_2009	MLST	gltA	84
OXC6265	MLST	aspA	2
OXC6265	MLST	glnA	4
OXC6265	MLST	pgm	7
OXC6265	MLST	tkt	1
OXC6265	MLST	glyA	2
OXC6265	MLST	uncA	5
OXC6265	MLST	gltA	1
OXC6264	MLST	aspA	1
OXC6264	MLST	glnA	3
OXC6264	MLST	pgm	3
OXC6264	MLST	tkt	3
OXC6264	MLST	glyA	4
OXC6264	MLST	uncA	3
OXC6264	MLST	gltA	6
OXC6267	MLST	aspA	33
OXC6267	MLST	glnA	39
OXC6267	MLST	pgm	247
OXC6267	MLST	tkt	43
OXC6267	MLST	glyA	79
OXC6267	MLST	uncA	17
OXC6267	MLST	gltA	30
OXC6266	MLST	aspA	2
OXC6266	MLST	glnA	1
OXC6266	MLST	pgm	2
OXC6266	MLST	tkt	1
OXC6266	MLST	glyA	3
OXC6266	MLST	uncA	5
OXC6266	MLST	gltA	12
ARI_916_R	MLST	aspA	2
ARI_916_R	MLST	glnA	1
ARI_916_R	MLST	pgm	2
ARI_916_R	MLST	tkt	1
ARI_916_R	MLST	glyA	3
ARI_916_R	MLST	uncA	5
ARI_916_R	MLST	gltA	12
CAMSA1052	MLST	aspA	2
CAMSA1052	MLST	glnA	1
CAMSA1052	MLST	pgm	2
CAMSA1052	MLST	tkt	1
CAMSA1052	MLST	glyA	3
CAMSA1052	MLST	uncA	5
CAMSA1052	MLST	gltA	1
CAMSA1055	MLST	aspA	2
CAMSA1055	MLST	glnA	1
CAMSA1055	MLST	pgm	2
CAMSA1055	MLST	tkt	1
CAMSA1055	MLST	glyA	3
CAMSA1055	MLST	uncA	5
CAMSA1055	MLST	gltA	1
OXC7405	MLST	aspA	2
OXC7405	MLST	glnA	1
OXC7405	MLST	pgm	2
OXC7405	MLST	tkt	1
OXC7405	MLST	glyA	3
OXC7405	MLST	uncA	5
OXC7405	MLST	gltA	1
07_7331	MLST	aspA	2
07_7331	MLST	glnA	1
07_7331	MLST	pgm	2
07_7331	MLST	tkt	1
07_7331	MLST	glyA	3
07_7331	MLST	uncA	5
07_7331	MLST	gltA	2
CI_0955	MLST	aspA	33
CI_0955	MLST	glnA	39
CI_0955	MLST	pgm	104
CI_0955	MLST	tkt	56
CI_0955	MLST	glyA	82
CI_0955	MLST	uncA	326
CI_0955	MLST	gltA	30
4944	MLST	aspA	78
4944	MLST	glnA	167
4944	MLST	pgm	254
4944	MLST	tkt	212
4944	MLST	glyA	204
4944	MLST	uncA	140
4944	MLST	gltA	158
OXC5669	MLST	aspA	7
OXC5669	MLST	glnA	52
OXC5669	MLST	pgm	127
OXC5669	MLST	tkt	99
OXC5669	MLST	glyA	48
OXC5669	MLST	uncA	23
OXC5669	MLST	gltA	29
OXC7148	MLST	aspA	2
OXC7148	MLST	glnA	1
OXC7148	MLST	pgm	2
OXC7148	MLST	tkt	1
OXC7148	MLST	glyA	3
OXC7148	MLST	uncA	5
OXC7148	MLST	gltA	79
OXC5664	MLST	aspA	2
OXC5664	MLST	glnA	1
OXC5664	MLST	pgm	2
OXC5664	MLST	tkt	1
OXC5664	MLST	glyA	3
OXC5664	MLST	uncA	5
OXC5664	MLST	gltA	12
OXC5665	MLST	aspA	1
OXC5665	MLST	glnA	4
OXC5665	MLST	pgm	6
OXC5665	MLST	tkt	3
OXC5665	MLST	glyA	2
OXC5665	MLST	uncA	17
OXC5665	MLST	gltA	2
CAMSA206	MLST	aspA	2
CAMSA206	MLST	glnA	1
CAMSA206	MLST	pgm	2
CAMSA206	MLST	tkt	1
CAMSA206	MLST	glyA	3
CAMSA206	MLST	uncA	5
CAMSA206	MLST	gltA	1
OXC5660	MLST	aspA	24
OXC5660	MLST	glnA	21
OXC5660	MLST	pgm	2
OXC5660	MLST	tkt	59
OXC5660	MLST	glyA	2
OXC5660	MLST	uncA	6
OXC5660	MLST	gltA	2
182	MLST	aspA	157
182	MLST	glnA	39
182	MLST	pgm	
182	MLST	tkt	35
182	MLST	glyA	79
182	MLST	uncA	17
182	MLST	gltA	30
CGY_HR_009	MLST	aspA	1
CGY_HR_009	MLST	glnA	4
CGY_HR_009	MLST	pgm	6
CGY_HR_009	MLST	tkt	3
CGY_HR_009	MLST	glyA	2
CGY_HR_009	MLST	uncA	17
CGY_HR_009	MLST	gltA	2
08_1841	MLST	aspA	33
08_1841	MLST	glnA	39
08_1841	MLST	pgm	450
08_1841	MLST	tkt	85
08_1841	MLST	glyA	79
08_1841	MLST	uncA	17
08_1841	MLST	gltA	30
OXC6689	MLST	aspA	2
OXC6689	MLST	glnA	1
OXC6689	MLST	pgm	2
OXC6689	MLST	tkt	1
OXC6689	MLST	glyA	3
OXC6689	MLST	uncA	5
OXC6689	MLST	gltA	1
OXC6688	MLST	aspA	1
OXC6688	MLST	glnA	4
OXC6688	MLST	pgm	6
OXC6688	MLST	tkt	3
OXC6688	MLST	glyA	2
OXC6688	MLST	uncA	17
OXC6688	MLST	gltA	2
OXC6687	MLST	aspA	24
OXC6687	MLST	glnA	30
OXC6687	MLST	pgm	89
OXC6687	MLST	tkt	59
OXC6687	MLST	glyA	
OXC6687	MLST	uncA	6
OXC6687	MLST	gltA	2
OXC6686	MLST	aspA	7
OXC6686	MLST	glnA	112
OXC6686	MLST	pgm	11
OXC6686	MLST	tkt	413
OXC6686	MLST	glyA	62
OXC6686	MLST	uncA	6
OXC6686	MLST	gltA	5
OXC6685	MLST	aspA	33
OXC6685	MLST	glnA	39
OXC6685	MLST	pgm	104
OXC6685	MLST	tkt	56
OXC6685	MLST	glyA	82
OXC6685	MLST	uncA	17
OXC6685	MLST	gltA	30
OXC6684	MLST	aspA	33
OXC6684	MLST	glnA	39
OXC6684	MLST	pgm	104
OXC6684	MLST	tkt	47
OXC6684	MLST	glyA	82
OXC6684	MLST	uncA	36
OXC6684	MLST	gltA	30
OXC6683	MLST	aspA	10
OXC6683	MLST	glnA	27
OXC6683	MLST	pgm	6
OXC6683	MLST	tkt	18
OXC6683	MLST	glyA	19
OXC6683	MLST	uncA	7
OXC6683	MLST	gltA	43
OXC6682	MLST	aspA	2
OXC6682	MLST	glnA	1
OXC6682	MLST	pgm	2
OXC6682	MLST	tkt	1
OXC6682	MLST	glyA	3
OXC6682	MLST	uncA	5
OXC6682	MLST	gltA	21
OXC6681	MLST	aspA	2
OXC6681	MLST	glnA	1
OXC6681	MLST	pgm	2
OXC6681	MLST	tkt	1
OXC6681	MLST	glyA	3
OXC6681	MLST	uncA	5
OXC6681	MLST	gltA	1
OXC6680	MLST	aspA	7
OXC6680	MLST	glnA	53
OXC6680	MLST	pgm	11
OXC6680	MLST	tkt	3
OXC6680	MLST	glyA	10
OXC6680	MLST	uncA	3
OXC6680	MLST	gltA	2
OXC6441	MLST	aspA	9
OXC6441	MLST	glnA	25
OXC6441	MLST	pgm	22
OXC6441	MLST	tkt	3
OXC6441	MLST	glyA	10
OXC6441	MLST	uncA	6
OXC6441	MLST	gltA	2
OXC6440	MLST	aspA	7
OXC6440	MLST	glnA	17
OXC6440	MLST	pgm	23
OXC6440	MLST	tkt	3
OXC6440	MLST	glyA	15
OXC6440	MLST	uncA	12
OXC6440	MLST	gltA	2
OXC6443	MLST	aspA	33
OXC6443	MLST	glnA	66
OXC6443	MLST	pgm	163
OXC6443	MLST	tkt	43
OXC6443	MLST	glyA	79
OXC6443	MLST	uncA	292
OXC6443	MLST	gltA	30
OXC6442	MLST	aspA	33
OXC6442	MLST	glnA	66
OXC6442	MLST	pgm	163
OXC6442	MLST	tkt	43
OXC6442	MLST	glyA	79
OXC6442	MLST	uncA	292
OXC6442	MLST	gltA	30
CAMSA375	MLST	aspA	2
CAMSA375	MLST	glnA	1
CAMSA375	MLST	pgm	2
CAMSA375	MLST	tkt	1
CAMSA375	MLST	glyA	3
CAMSA375	MLST	uncA	5
CAMSA375	MLST	gltA	1
CAMSA374	MLST	aspA	2
CAMSA374	MLST	glnA	1
CAMSA374	MLST	pgm	2
CAMSA374	MLST	tkt	1
CAMSA374	MLST	glyA	3
CAMSA374	MLST	uncA	5
CAMSA374	MLST	gltA	1
OXC6447	MLST	aspA	33
OXC6447	MLST	glnA	39
OXC6447	MLST	pgm	104
OXC6447	MLST	tkt	56
OXC6447	MLST	glyA	82
OXC6447	MLST	uncA	17
OXC6447	MLST	gltA	30
OXC6446	MLST	aspA	22
OXC6446	MLST	glnA	53
OXC6446	MLST	pgm	363
OXC6446	MLST	tkt	3
OXC6446	MLST	glyA	28
OXC6446	MLST	uncA	35
OXC6446	MLST	gltA	4
CAMSA379	MLST	aspA	2
CAMSA379	MLST	glnA	1
CAMSA379	MLST	pgm	2
CAMSA379	MLST	tkt	1
CAMSA379	MLST	glyA	3
CAMSA379	MLST	uncA	5
CAMSA379	MLST	gltA	1
OXC5791	MLST	aspA	2
OXC5791	MLST	glnA	1
OXC5791	MLST	pgm	2
OXC5791	MLST	tkt	1
OXC5791	MLST	glyA	3
OXC5791	MLST	uncA	5
OXC5791	MLST	gltA	1
OXC5792	MLST	aspA	7
OXC5792	MLST	glnA	53
OXC5792	MLST	pgm	11
OXC5792	MLST	tkt	3
OXC5792	MLST	glyA	10
OXC5792	MLST	uncA	3
OXC5792	MLST	gltA	2
OXC5793	MLST	aspA	2
OXC5793	MLST	glnA	4
OXC5793	MLST	pgm	11
OXC5793	MLST	tkt	3
OXC5793	MLST	glyA	93
OXC5793	MLST	uncA	6
OXC5793	MLST	gltA	1
CI_0884	MLST	aspA	1
CI_0884	MLST	glnA	2
CI_0884	MLST	pgm	5
CI_0884	MLST	tkt	9
CI_0884	MLST	glyA	3
CI_0884	MLST	uncA	3
CI_0884	MLST	gltA	3
OXC5795	MLST	aspA	7
OXC5795	MLST	glnA	28
OXC5795	MLST	pgm	17
OXC5795	MLST	tkt	34
OXC5795	MLST	glyA	28
OXC5795	MLST	uncA	12
OXC5795	MLST	gltA	4
OXC5796	MLST	aspA	33
OXC5796	MLST	glnA	39
OXC5796	MLST	pgm	113
OXC5796	MLST	tkt	44
OXC5796	MLST	glyA	82
OXC5796	MLST	uncA	17
OXC5796	MLST	gltA	30
OXC5797	MLST	aspA	8
OXC5797	MLST	glnA	10
OXC5797	MLST	pgm	11
OXC5797	MLST	tkt	12
OXC5797	MLST	glyA	210
OXC5797	MLST	uncA	6
OXC5797	MLST	gltA	2
OXC7330	MLST	aspA	2
OXC7330	MLST	glnA	1
OXC7330	MLST	pgm	2
OXC7330	MLST	tkt	1
OXC7330	MLST	glyA	3
OXC7330	MLST	uncA	5
OXC7330	MLST	gltA	1
OXC7331	MLST	aspA	4
OXC7331	MLST	glnA	7
OXC7331	MLST	pgm	42
OXC7331	MLST	tkt	7
OXC7331	MLST	glyA	4
OXC7331	MLST	uncA	1
OXC7331	MLST	gltA	10
CE_R_11_0100	MLST	aspA	4
CE_R_11_0100	MLST	glnA	7
CE_R_11_0100	MLST	pgm	1
CE_R_11_0100	MLST	tkt	7
CE_R_11_0100	MLST	glyA	4
CE_R_11_0100	MLST	uncA	1
CE_R_11_0100	MLST	gltA	10
OXC7333	MLST	aspA	61
OXC7333	MLST	glnA	70
OXC7333	MLST	pgm	2
OXC7333	MLST	tkt	74
OXC7333	MLST	glyA	18
OXC7333	MLST	uncA	47
OXC7333	MLST	gltA	22
OXC7334	MLST	aspA	6
OXC7334	MLST	glnA	4
OXC7334	MLST	pgm	2
OXC7334	MLST	tkt	1
OXC7334	MLST	glyA	2
OXC7334	MLST	uncA	5
OXC7334	MLST	gltA	5
OXC7335	MLST	aspA	2
OXC7335	MLST	glnA	1
OXC7335	MLST	pgm	2
OXC7335	MLST	tkt	1
OXC7335	MLST	glyA	3
OXC7335	MLST	uncA	5
OXC7335	MLST	gltA	1
OXC7336	MLST	aspA	2
OXC7336	MLST	glnA	1
OXC7336	MLST	pgm	7
OXC7336	MLST	tkt	1
OXC7336	MLST	glyA	3
OXC7336	MLST	uncA	5
OXC7336	MLST	gltA	1
CAMSA3962	MLST	aspA	2
CAMSA3962	MLST	glnA	1
CAMSA3962	MLST	pgm	2
CAMSA3962	MLST	tkt	1
CAMSA3962	MLST	glyA	3
CAMSA3962	MLST	uncA	5
CAMSA3962	MLST	gltA	1
CI_0405	MLST	aspA	1
CI_0405	MLST	glnA	2
CI_0405	MLST	pgm	5
CI_0405	MLST	tkt	9
CI_0405	MLST	glyA	3
CI_0405	MLST	uncA	3
CI_0405	MLST	gltA	3
OXC7463	MLST	aspA	1
OXC7463	MLST	glnA	3
OXC7463	MLST	pgm	3
OXC7463	MLST	tkt	3
OXC7463	MLST	glyA	4
OXC7463	MLST	uncA	3
OXC7463	MLST	gltA	6
07_3853	MLST	aspA	4
07_3853	MLST	glnA	7
07_3853	MLST	pgm	1
07_3853	MLST	tkt	7
07_3853	MLST	glyA	4
07_3853	MLST	uncA	1
07_3853	MLST	gltA	10
CAMSA3741	MLST	aspA	2
CAMSA3741	MLST	glnA	1
CAMSA3741	MLST	pgm	2
CAMSA3741	MLST	tkt	1
CAMSA3741	MLST	glyA	3
CAMSA3741	MLST	uncA	5
CAMSA3741	MLST	gltA	1
CAMSA2164	MLST	aspA	2
CAMSA2164	MLST	glnA	1
CAMSA2164	MLST	pgm	2
CAMSA2164	MLST	tkt	1
CAMSA2164	MLST	glyA	3
CAMSA2164	MLST	uncA	5
CAMSA2164	MLST	gltA	1
OXC6944	MLST	aspA	91
OXC6944	MLST	glnA	2
OXC6944	MLST	pgm	169
OXC6944	MLST	tkt	9
OXC6944	MLST	glyA	4
OXC6944	MLST	uncA	8
OXC6944	MLST	gltA	42
OXC6997	MLST	aspA	9
OXC6997	MLST	glnA	17
OXC6997	MLST	pgm	350
OXC6997	MLST	tkt	3
OXC6997	MLST	glyA	
OXC6997	MLST	uncA	3
OXC6997	MLST	gltA	5
OXC6509	MLST	aspA	7
OXC6509	MLST	glnA	84
OXC6509	MLST	pgm	11
OXC6509	MLST	tkt	3
OXC6509	MLST	glyA	10
OXC6509	MLST	uncA	6
OXC6509	MLST	gltA	1
OXC7469	MLST	aspA	3
OXC7469	MLST	glnA	1
OXC7469	MLST	pgm	11
OXC7469	MLST	tkt	11
OXC7469	MLST	glyA	17
OXC7469	MLST	uncA	6
OXC7469	MLST	gltA	5
CE2_R_11_3009	MLST	aspA	150
CE2_R_11_3009	MLST	glnA	4
CE2_R_11_3009	MLST	pgm	7
CE2_R_11_3009	MLST	tkt	1
CE2_R_11_3009	MLST	glyA	2
CE2_R_11_3009	MLST	uncA	5
CE2_R_11_3009	MLST	gltA	1
CI_0450	MLST	aspA	2
CI_0450	MLST	glnA	59
CI_0450	MLST	pgm	126
CI_0450	MLST	tkt	25
CI_0450	MLST	glyA	105
CI_0450	MLST	uncA	23
CI_0450	MLST	gltA	136
OXC7024	MLST	aspA	7
OXC7024	MLST	glnA	2
OXC7024	MLST	pgm	10
OXC7024	MLST	tkt	3
OXC7024	MLST	glyA	2
OXC7024	MLST	uncA	6
OXC7024	MLST	gltA	5
OXC7025	MLST	aspA	4
OXC7025	MLST	glnA	7
OXC7025	MLST	pgm	1
OXC7025	MLST	tkt	7
OXC7025	MLST	glyA	4
OXC7025	MLST	uncA	1
OXC7025	MLST	gltA	10
CI_0532	MLST	aspA	2
CI_0532	MLST	glnA	29
CI_0532	MLST	pgm	13
CI_0532	MLST	tkt	24
CI_0532	MLST	glyA	48
CI_0532	MLST	uncA	57
CI_0532	MLST	gltA	4
OXC7027	MLST	aspA	33
OXC7027	MLST	glnA	38
OXC7027	MLST	pgm	118
OXC7027	MLST	tkt	43
OXC7027	MLST	glyA	82
OXC7027	MLST	uncA	17
OXC7027	MLST	gltA	30
OXC7020	MLST	aspA	2
OXC7020	MLST	glnA	1
OXC7020	MLST	pgm	2
OXC7020	MLST	tkt	1
OXC7020	MLST	glyA	3
OXC7020	MLST	uncA	5
OXC7020	MLST	gltA	12
OXC7021	MLST	aspA	1
OXC7021	MLST	glnA	4
OXC7021	MLST	pgm	6
OXC7021	MLST	tkt	3
OXC7021	MLST	glyA	2
OXC7021	MLST	uncA	17
OXC7021	MLST	gltA	2
OXC7022	MLST	aspA	2
OXC7022	MLST	glnA	4
OXC7022	MLST	pgm	7
OXC7022	MLST	tkt	1
OXC7022	MLST	glyA	2
OXC7022	MLST	uncA	5
OXC7022	MLST	gltA	1
OXC7023	MLST	aspA	1
OXC7023	MLST	glnA	4
OXC7023	MLST	pgm	6
OXC7023	MLST	tkt	3
